age,gender,income,education,political_leaning,religious_level,donated_before,donation_frequency,trust_charities,charities_rated_by_effectiveness,objective_measures_help,charities_match_my_values,country,province,chosen_option,don_gender,don_age,don_identifiability,don_relatedness,don_num_recipients,don_cause,don_brand,don_location,don_region
27.0,Male,396.36,High school diploma,6,0,Yes,Less than once a month,0.7,0.67,0.62,0.81,Ireland,Offaly,0,female,,,,64,clean water,low-recognition,Central Africa,far
27.0,Male,396.36,High school diploma,6,0,Yes,Less than once a month,0.7,0.67,0.62,0.81,Ireland,Offaly,1,male,,unnamed,,299,assault victim support,,Western Europe,near
27.0,Male,396.36,High school diploma,6,0,Yes,Less than once a month,0.7,0.67,0.62,0.81,Ireland,Offaly,1,,senior,,,12,assault victim support,high-recognition,Western Europe,near
27.0,Male,396.36,High school diploma,6,0,Yes,Less than once a month,0.7,0.67,0.62,0.81,Ireland,Offaly,1,male,,,,46,nutritious meals,low-recognition,Western Europe,near
27.0,Male,396.36,High school diploma,6,0,Yes,Less than once a month,0.7,0.67,0.62,0.81,Ireland,Offaly,0,male,,,,62,assault victim support,low-recognition,Central America,far
27.0,Male,396.36,High school diploma,6,0,Yes,Less than once a month,0.7,0.67,0.62,0.81,Ireland,Offaly,1,male,,,,226,medication,high-recognition,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,male,,unnamed,,216,assault victim support,,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,female,,unnamed,,71,nutritious meals,,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,0,male,,unnamed,,135,nutritious meals,,Central America,far
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,,,named,,2,medication,low-recognition,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,male,,,,48,assault victim support,low-recognition,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,female,,,,154,assault victim support,low-recognition,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,,child,unnamed,,31,nutritious meals,,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,,child,unnamed,,2,clean water,,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,1,,adult,,,142,clean water,high-recognition,Western Europe,near
23.0,Male,,Graduate degree,0,0,No,Unknown,0.71,1.0,0.41,1.0,Ireland,Offaly,0,,senior,,,26,medication,low-recognition,South Africa,far
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,,adult,,,117,nutritious meals,high-recognition,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,female,,unnamed,,122,medication,,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,,adult,unnamed,,59,assault victim support,,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,,child,,,283,medication,low-recognition,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,female,,unnamed,,31,clean water,,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,,child,,,57,assault victim support,low-recognition,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,female,,unnamed,,78,clean water,,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,male,,unnamed,,299,assault victim support,,Western Europe,near
23.0,Male,15711.52,Some college education,4,1,No,Unknown,0.74,0.71,0.4,0.0,Ireland,Kerry,1,,adult,,,50,assault victim support,high-recognition,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,,senior,unnamed,,63,nutritious meals,,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,female,,,,94,assault victim support,low-recognition,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,male,,unnamed,,74,clean water,,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,male,,,,226,medication,high-recognition,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,,senior,unnamed,,198,clean water,,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,female,,,,64,nutritious meals,high-recognition,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,,senior,unnamed,,224,medication,,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,,senior,,,222,clean water,high-recognition,Western Europe,near
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,0,female,,,,97,assault victim support,low-recognition,North Africa,far
28.0,Male,,High school diploma,10,1,No,Unknown,0.35,0.87,0.8,0.53,Ireland,Dublin,1,,senior,,,28,nutritious meals,low-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,,,named,,114,clean water,low-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,,,named,,51,medication,high-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,,adult,,,203,clean water,high-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,,adult,,,41,medication,low-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,male,,,,258,medication,low-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,male,,unnamed,,216,assault victim support,,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,,,named,,247,clean water,low-recognition,Western Europe,near
,Female,59839.09,Graduate degree,7,0,No,Unknown,0.67,1.0,0.37,0.54,Ireland,Cork,1,,child,,,284,assault victim support,high-recognition,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,male,,unnamed,,279,assault victim support,,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,,senior,unnamed,,267,assault victim support,,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,0,,,unnamed,,160,nutritious meals,,East Asia,far
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,,senior,,,196,nutritious meals,low-recognition,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,,adult,,,279,nutritious meals,high-recognition,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,male,,unnamed,,183,medication,,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,,,unnamed,,166,nutritious meals,,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,female,,unnamed,,31,clean water,,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,,adult,,,32,assault victim support,low-recognition,Western Europe,near
18.0,Male,1032.11,Bachelor’s degree,6,0,Yes,Less than once a month,0.4,0.34,0.47,0.22,Ireland,Cork,1,male,,,,91,assault victim support,high-recognition,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,0,,,unnamed,,26,medication,,North America,far
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,,child,,,129,medication,high-recognition,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,,senior,unnamed,,218,nutritious meals,,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,female,,,,73,assault victim support,low-recognition,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,0,,,unnamed,,202,clean water,,Central America,far
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,,,unnamed,,42,assault victim support,low-recognition,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,,adult,unnamed,,164,nutritious meals,,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,,senior,,,290,clean water,high-recognition,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,1,,,unnamed,,130,assault victim support,,Western Europe,near
19.0,Male,5550.95,Some college education,10,0,Unknown,Unknown,0.12,0.54,0.23,0.88,Ireland,Laois,0,,adult,unnamed,,38,medication,,Central Africa,far
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,female,,,,50,assault victim support,high-recognition,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,,,unnamed,,80,clean water,,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,male,,unnamed,,104,assault victim support,,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,,child,unnamed,,188,medication,,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,,adult,,,203,clean water,high-recognition,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,male,,,,217,clean water,high-recognition,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,female,,,,50,assault victim support,high-recognition,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,female,,unnamed,,160,clean water,,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,,adult,,,271,clean water,high-recognition,Western Europe,near
25.0,Male,,Some college education,5,0,Yes,Less than once a month,0.14,0.96,1.0,0.5,Ireland,Kerry,1,,senior,,,149,assault victim support,low-recognition,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,,child,unnamed,,203,assault victim support,,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,female,,,,52,assault victim support,high-recognition,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,female,,,,70,medication,low-recognition,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,female,,unnamed,,84,clean water,,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,male,,unnamed,,276,clean water,,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,male,,,,7,medication,high-recognition,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,,child,,,243,assault victim support,low-recognition,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,male,,,,76,nutritious meals,low-recognition,Western Europe,near
23.0,Male,3969.43,Some college education,8,4,No,Unknown,0.19,0.46,0.95,0.41,Ireland,Carlow,1,female,,unnamed,,166,nutritious meals,,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,,child,,,284,assault victim support,high-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,male,,,,180,medication,high-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,female,,,,121,nutritious meals,low-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,,,unnamed,,108,clean water,,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,male,,,,130,assault victim support,low-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,,senior,,,20,medication,high-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,,senior,unnamed,,87,assault victim support,,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,female,,,,20,medication,high-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,1,female,,,,206,assault victim support,high-recognition,Western Europe,near
24.0,Male,10441.82,Unknown,8,2,No,Unknown,0.55,0.53,0.36,1.0,Ireland,Leinster,0,,child,,,245,medication,low-recognition,Central America,far
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,male,,,,48,nutritious meals,low-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,male,,,,220,assault victim support,high-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,,,unnamed,,36,assault victim support,low-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,,senior,,,64,nutritious meals,high-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,,adult,,,247,medication,high-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,,adult,,,49,assault victim support,high-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,,adult,,,259,assault victim support,high-recognition,Western Europe,near
18.0,Female,116936.97,High school diploma,6,0,No,Unknown,0.7,0.75,0.76,1.0,Ireland,Wexford,1,,adult,unnamed,,279,clean water,,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,0,male,,,,191,nutritious meals,low-recognition,South America,far
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,,child,,,103,nutritious meals,high-recognition,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,female,,,,154,medication,high-recognition,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,,,unnamed,,76,nutritious meals,,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,male,,,,19,clean water,high-recognition,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,,adult,,,247,medication,high-recognition,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,female,,,,294,nutritious meals,high-recognition,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,,adult,,,215,nutritious meals,high-recognition,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,1,male,,unnamed,,276,medication,,Western Europe,near
25.0,Male,9160.41,Graduate degree,9,4,Yes,Less than once a month,0.0,0.61,0.59,0.18,Ireland,Westmeath,0,,child,,,238,clean water,high-recognition,South America,far
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,,senior,,,100,clean water,high-recognition,Western Europe,near
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,0,female,,,,230,assault victim support,high-recognition,Central Africa,far
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,0,male,,unnamed,,289,medication,,South America,far
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,male,,,,158,nutritious meals,low-recognition,Western Europe,near
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,male,,unnamed,,18,nutritious meals,,Western Europe,near
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,,senior,,,189,medication,low-recognition,Western Europe,near
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,female,,,,89,assault victim support,low-recognition,Western Europe,near
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,,child,unnamed,,287,medication,,Western Europe,near
18.0,Other,,High school diploma,3,4,No,Unknown,0.77,0.77,0.67,0.66,Ireland,Monaghan,1,male,,unnamed,,276,medication,,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,,unnamed,,14,assault victim support,high-recognition,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,adult,,,107,clean water,high-recognition,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,child,unnamed,,79,clean water,,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,,unnamed,,276,assault victim support,,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,senior,,,6,assault victim support,high-recognition,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,male,,unnamed,,193,assault victim support,,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,,named,,161,assault victim support,low-recognition,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,adult,,,181,clean water,low-recognition,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,,,named,,284,medication,low-recognition,Western Europe,near
35.0,Other,3660.51,Some college education,5,6,Unknown,Unknown,0.19,0.42,0.69,0.7,Ireland,Wexford,1,female,,,,4,assault victim support,low-recognition,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,,,named,,227,nutritious meals,low-recognition,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,male,,,,120,clean water,high-recognition,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,,child,,,55,medication,high-recognition,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,0,,child,,,113,assault victim support,low-recognition,East Asia,far
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,0,female,,,,133,medication,low-recognition,Central Africa,far
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,,adult,unnamed,,21,assault victim support,,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,male,,,,276,nutritious meals,low-recognition,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,female,,unnamed,,100,clean water,,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,female,,,,13,clean water,high-recognition,Western Europe,near
29.0,Male,4194.13,Bachelor’s degree,9,1,No,Unknown,0.25,0.68,1.0,0.0,Ireland,Offaly,1,,senior,unnamed,,261,assault victim support,,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,1,female,,,,245,assault victim support,high-recognition,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,1,,,unnamed,,138,assault victim support,,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,1,male,,,,48,assault victim support,low-recognition,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,1,female,,,,1,nutritious meals,high-recognition,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,1,male,,unnamed,,71,nutritious meals,,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,0,female,,,,192,clean water,low-recognition,North America,far
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,0,,,unnamed,,212,medication,high-recognition,South Africa,far
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,1,,child,,,22,medication,high-recognition,Western Europe,near
19.0,Male,13583.0,High school diploma,7,6,No,Unknown,0.97,0.67,0.52,1.0,Ireland,Offaly,0,,,unnamed,,24,nutritious meals,,North America,far
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,,unnamed,,42,assault victim support,low-recognition,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,senior,,,135,assault victim support,high-recognition,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,female,,,,154,assault victim support,low-recognition,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,,unnamed,,77,clean water,high-recognition,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,0,male,,,,245,clean water,high-recognition,South Africa,far
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,,unnamed,,210,nutritious meals,,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,,unnamed,,76,nutritious meals,,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,senior,,,283,assault victim support,low-recognition,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,,unnamed,,214,medication,,Western Europe,near
18.0,Male,53466.61,Bachelor’s degree,4,0,Yes,Less than once a year,0.38,0.56,0.87,0.56,Ireland,Laois,1,,child,unnamed,,212,nutritious meals,,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,adult,,,272,nutritious meals,high-recognition,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,child,,,23,assault victim support,low-recognition,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,adult,,,131,nutritious meals,high-recognition,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,child,unnamed,,188,medication,,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,adult,unnamed,,56,clean water,,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,,unnamed,,29,nutritious meals,high-recognition,Western Europe,near
24.0,Male,9959.15,Some college education,10,0,Yes,Less than once a month,0.29,1.0,0.5,0.91,Ireland,Longford,1,,,unnamed,,1,clean water,low-recognition,Western Europe,near
