option_id,prompt
1430,"You have $100 to donate.
Would you support a charity that provides medication to 225 unnamed strangers in North Africa through a unnamed charity?
"
1431,"You have $100 to donate.
Would you support a charity that provides assault victim support to 127 female seniors in Central Africa through a low-recognition charity?
"
1432,"You have $100 to donate.
Would you support a charity that provides clean water to 174 senior relatives in North Africa through a high-recognition charity?
"
1433,"You have $100 to donate.
Would you support a charity that provides medication to 281 female childs in South Africa through a high-recognition charity?
"
1434,"You have $100 to donate.
Would you support a charity that provides clean water to 74 child relatives in South America through a high-recognition charity?
"
1435,"You have $100 to donate.
Would you support a charity that provides assault victim support to 109 unnamed selfs in Central America through a high-recognition charity?
"
1436,"You have $100 to donate.
Would you support a charity that provides clean water to 75 male unnameds in East Asia through a unnamed charity?
"
1437,"You have $100 to donate.
Would you support a charity that provides clean water to 266 child selfs in SouthEast Asia through a high-recognition charity?
"
1438,"You have $100 to donate.
Would you support a charity that provides assault victim support to 3 male adults in East Asia through a unnamed charity?
"
1439,"You have $100 to donate.
Would you support a charity that provides assault victim support to 152 senior relatives in East Asia through a high-recognition charity?
"
1440,"You have $100 to donate.
Would you support a charity that provides assault victim support to 89 adult selfs in North Africa through a unnamed charity?
"
1441,"You have $100 to donate.
Would you support a charity that provides clean water to 249 senior selfs in North Africa through a low-recognition charity?
"
1442,"You have $100 to donate.
Would you support a charity that provides medication to 238 unnamed strangers in North Africa through a high-recognition charity?
"
1443,"You have $100 to donate.
Would you support a charity that provides assault victim support to 125 female adults in North Africa through a low-recognition charity?
"
1444,"You have $100 to donate.
Would you support a charity that provides assault victim support to 80 adult relatives in South Africa through a unnamed charity?
"
1445,"You have $100 to donate.
Would you support a charity that provides clean water to 190 female selfs in North Africa through a low-recognition charity?
"
1446,"You have $100 to donate.
Would you support a charity that provides medication to 23 senior unnameds in South Africa through a unnamed charity?
"
1447,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 79 senior relatives in SouthEast Asia through a unnamed charity?
"
1448,"You have $100 to donate.
Would you support a charity that provides assault victim support to 15 male seniors in Central Africa through a high-recognition charity?
"
1449,"You have $100 to donate.
Would you support a charity that provides medication to 103 senior nameds in South America through a low-recognition charity?
"
1450,"You have $100 to donate.
Would you support a charity that provides assault victim support to 108 adult strangers in South America through a unnamed charity?
"
1451,"You have $100 to donate.
Would you support a charity that provides assault victim support to 81 child nameds in South Africa through a unnamed charity?
"
1452,"You have $100 to donate.
Would you support a charity that provides medication to 185 senior unnameds in North Africa through a low-recognition charity?
"
1453,"You have $100 to donate.
Would you support a charity that provides medication to 120 female relatives in South Africa through a high-recognition charity?
"
1454,"You have $100 to donate.
Would you support a charity that provides clean water to 239 named strangers in SouthEast Asia through a high-recognition charity?
"
1455,"You have $100 to donate.
Would you support a charity that provides clean water to 131 adult unnameds in North Africa through a low-recognition charity?
"
1456,"You have $100 to donate.
Would you support a charity that provides clean water to 109 male childs in Western Europe through a unnamed charity?
"
1457,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 131 female adults in SouthEast Asia through a unnamed charity?
"
1458,"You have $100 to donate.
Would you support a charity that provides clean water to 211 unnamed selfs in Central America through a low-recognition charity?
"
1459,"You have $100 to donate.
Would you support a charity that provides clean water to 234 male seniors in Central America through a high-recognition charity?
"
1460,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 115 unnamed strangers in SouthEast Asia through a low-recognition charity?
"
1461,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 74 female unnameds in Western Europe through a high-recognition charity?
"
1462,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 200 male childs in Eastern Europe through a high-recognition charity?
"
1463,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 27 female selfs in Central America through a unnamed charity?
"
1464,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 281 female seniors in Eastern Europe through a low-recognition charity?
"
1465,"You have $100 to donate.
Would you support a charity that provides assault victim support to 64 adult selfs in SouthEast Asia through a unnamed charity?
"
1466,"You have $100 to donate.
Would you support a charity that provides clean water to 85 unnamed strangers in Central America through a high-recognition charity?
"
1467,"You have $100 to donate.
Would you support a charity that provides assault victim support to 249 male relatives in South America through a unnamed charity?
"
1468,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 139 female seniors in Central America through a low-recognition charity?
"
1469,"You have $100 to donate.
Would you support a charity that provides medication to 117 child strangers in North America through a unnamed charity?
"
1470,"You have $100 to donate.
Would you support a charity that provides assault victim support to 206 male childs in Central America through a high-recognition charity?
"
1471,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 285 adult selfs in Western Europe through a unnamed charity?
"
1472,"You have $100 to donate.
Would you support a charity that provides clean water to 61 female adults in South America through a unnamed charity?
"
1473,"You have $100 to donate.
Would you support a charity that provides clean water to 169 child relatives in East Asia through a unnamed charity?
"
1474,"You have $100 to donate.
Would you support a charity that provides medication to 146 female strangers in Eastern Europe through a high-recognition charity?
"
1475,"You have $100 to donate.
Would you support a charity that provides assault victim support to 117 female adults in North Africa through a low-recognition charity?
"
1476,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 223 male seniors in East Asia through a unnamed charity?
"
1477,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 63 male seniors in South Africa through a unnamed charity?
"
1478,"You have $100 to donate.
Would you support a charity that provides medication to 276 senior relatives in Western Europe through a unnamed charity?
"
1479,"You have $100 to donate.
Would you support a charity that provides medication to 238 female strangers in East Asia through a low-recognition charity?
"
1480,"You have $100 to donate.
Would you support a charity that provides clean water to 82 senior unnameds in North America through a unnamed charity?
"
1481,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 223 adult strangers in Eastern Europe through a unnamed charity?
"
1482,"You have $100 to donate.
Would you support a charity that provides medication to 197 adult nameds in South Africa through a unnamed charity?
"
1483,"You have $100 to donate.
Would you support a charity that provides clean water to 65 female nameds in South America through a low-recognition charity?
"
1484,"You have $100 to donate.
Would you support a charity that provides assault victim support to 226 male childs in South America through a high-recognition charity?
"
1485,"You have $100 to donate.
Would you support a charity that provides clean water to 223 adult unnameds in North Africa through a low-recognition charity?
"
1486,"You have $100 to donate.
Would you support a charity that provides medication to 275 unnamed strangers in South Africa through a high-recognition charity?
"
1487,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 2 senior strangers in Central Africa through a high-recognition charity?
"
1488,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 32 female unnameds in Western Europe through a high-recognition charity?
"
1489,"You have $100 to donate.
Would you support a charity that provides medication to 160 female childs in South Africa through a low-recognition charity?
"
1490,"You have $100 to donate.
Would you support a charity that provides medication to 259 female seniors in SouthEast Asia through a low-recognition charity?
"
1491,"You have $100 to donate.
Would you support a charity that provides clean water to 105 male strangers in SouthEast Asia through a high-recognition charity?
"
1492,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 12 senior nameds in SouthEast Asia through a unnamed charity?
"
1493,"You have $100 to donate.
Would you support a charity that provides medication to 119 male childs in North America through a high-recognition charity?
"
1494,"You have $100 to donate.
Would you support a charity that provides medication to 22 named selfs in South Africa through a low-recognition charity?
"
1495,"You have $100 to donate.
Would you support a charity that provides clean water to 73 unnamed selfs in Western Europe through a high-recognition charity?
"
1496,"You have $100 to donate.
Would you support a charity that provides medication to 54 child nameds in Eastern Europe through a high-recognition charity?
"
1497,"You have $100 to donate.
Would you support a charity that provides clean water to 145 female strangers in North America through a high-recognition charity?
"
1498,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 92 named selfs in South Africa through a unnamed charity?
"
1499,"You have $100 to donate.
Would you support a charity that provides assault victim support to 82 child nameds in Eastern Europe through a high-recognition charity?
"
1500,"You have $100 to donate.
Would you support a charity that provides medication to 10 female unnameds in Central Africa through a low-recognition charity?
"
1501,"You have $100 to donate.
Would you support a charity that provides assault victim support to 129 named strangers in South America through a unnamed charity?
"
1502,"You have $100 to donate.
Would you support a charity that provides medication to 176 senior selfs in South Africa through a high-recognition charity?
"
1503,"You have $100 to donate.
Would you support a charity that provides clean water to 266 female selfs in Eastern Europe through a low-recognition charity?
"
1504,"You have $100 to donate.
Would you support a charity that provides clean water to 153 male selfs in North America through a low-recognition charity?
"
1505,"You have $100 to donate.
Would you support a charity that provides clean water to 244 male strangers in South America through a high-recognition charity?
"
1506,"You have $100 to donate.
Would you support a charity that provides assault victim support to 47 male unnameds in Western Europe through a unnamed charity?
"
1507,"You have $100 to donate.
Would you support a charity that provides assault victim support to 260 adult selfs in North Africa through a low-recognition charity?
"
1508,"You have $100 to donate.
Would you support a charity that provides clean water to 279 child nameds in South America through a unnamed charity?
"
1509,"You have $100 to donate.
Would you support a charity that provides medication to 97 adult relatives in Central America through a unnamed charity?
"
1510,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 185 child nameds in SouthEast Asia through a unnamed charity?
"
1511,"You have $100 to donate.
Would you support a charity that provides clean water to 197 female nameds in SouthEast Asia through a low-recognition charity?
"
1512,"You have $100 to donate.
Would you support a charity that provides medication to 152 female strangers in South America through a unnamed charity?
"
1513,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 52 unnamed relatives in Central Africa through a unnamed charity?
"
1514,"You have $100 to donate.
Would you support a charity that provides clean water to 71 adult selfs in SouthEast Asia through a unnamed charity?
"
1515,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 284 child strangers in Central Africa through a high-recognition charity?
"
1516,"You have $100 to donate.
Would you support a charity that provides clean water to 202 female strangers in Eastern Europe through a unnamed charity?
"
1517,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 146 senior unnameds in South America through a unnamed charity?
"
1518,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 149 male seniors in East Asia through a high-recognition charity?
"
1519,"You have $100 to donate.
Would you support a charity that provides clean water to 37 male adults in Central Africa through a high-recognition charity?
"
1520,"You have $100 to donate.
Would you support a charity that provides medication to 34 adult strangers in North America through a low-recognition charity?
"
1521,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 101 adult strangers in SouthEast Asia through a high-recognition charity?
"
1522,"You have $100 to donate.
Would you support a charity that provides assault victim support to 60 named selfs in South America through a unnamed charity?
"
1523,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 290 child selfs in East Asia through a unnamed charity?
"
1524,"You have $100 to donate.
Would you support a charity that provides assault victim support to 9 female selfs in East Asia through a unnamed charity?
"
1525,"You have $100 to donate.
Would you support a charity that provides medication to 42 named relatives in South America through a high-recognition charity?
"
1526,"You have $100 to donate.
Would you support a charity that provides clean water to 105 female strangers in Central Africa through a unnamed charity?
"
1527,"You have $100 to donate.
Would you support a charity that provides clean water to 110 male relatives in East Asia through a low-recognition charity?
"
1528,"You have $100 to donate.
Would you support a charity that provides medication to 184 senior relatives in North America through a low-recognition charity?
"
1529,"You have $100 to donate.
Would you support a charity that provides medication to 180 male strangers in South Africa through a high-recognition charity?
"
1530,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 274 child strangers in North America through a high-recognition charity?
"
1531,"You have $100 to donate.
Would you support a charity that provides assault victim support to 44 named selfs in Eastern Europe through a low-recognition charity?
"
1532,"You have $100 to donate.
Would you support a charity that provides medication to 81 female unnameds in East Asia through a low-recognition charity?
"
1533,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 248 unnamed relatives in South America through a low-recognition charity?
"
1534,"You have $100 to donate.
Would you support a charity that provides clean water to 197 female nameds in Eastern Europe through a low-recognition charity?
"
1535,"You have $100 to donate.
Would you support a charity that provides clean water to 198 male unnameds in East Asia through a low-recognition charity?
"
1536,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 290 named strangers in Eastern Europe through a high-recognition charity?
"
1537,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 187 unnamed selfs in South America through a low-recognition charity?
"
1538,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 153 senior nameds in Central America through a unnamed charity?
"
1539,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 175 child strangers in Eastern Europe through a low-recognition charity?
"
1540,"You have $100 to donate.
Would you support a charity that provides clean water to 150 unnamed relatives in Eastern Europe through a high-recognition charity?
"
1541,"You have $100 to donate.
Would you support a charity that provides medication to 97 male selfs in North America through a low-recognition charity?
"
1542,"You have $100 to donate.
Would you support a charity that provides clean water to 176 senior relatives in North Africa through a high-recognition charity?
"
1543,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 93 child nameds in Central America through a high-recognition charity?
"
1544,"You have $100 to donate.
Would you support a charity that provides clean water to 275 senior strangers in South America through a high-recognition charity?
"
1545,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 131 adult relatives in Eastern Europe through a low-recognition charity?
"
1546,"You have $100 to donate.
Would you support a charity that provides clean water to 184 named strangers in South Africa through a low-recognition charity?
"
1547,"You have $100 to donate.
Would you support a charity that provides assault victim support to 189 child relatives in East Asia through a low-recognition charity?
"
1548,"You have $100 to donate.
Would you support a charity that provides assault victim support to 125 female strangers in SouthEast Asia through a low-recognition charity?
"
1549,"You have $100 to donate.
Would you support a charity that provides assault victim support to 46 female childs in East Asia through a high-recognition charity?
"
1550,"You have $100 to donate.
Would you support a charity that provides assault victim support to 111 child nameds in Eastern Europe through a high-recognition charity?
"
1551,"You have $100 to donate.
Would you support a charity that provides clean water to 234 female adults in North America through a unnamed charity?
"
1552,"You have $100 to donate.
Would you support a charity that provides medication to 132 female strangers in North Africa through a unnamed charity?
"
1553,"You have $100 to donate.
Would you support a charity that provides assault victim support to 265 senior strangers in North America through a high-recognition charity?
"
1554,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 285 unnamed relatives in South America through a high-recognition charity?
"
1555,"You have $100 to donate.
Would you support a charity that provides medication to 79 adult selfs in South America through a low-recognition charity?
"
1556,"You have $100 to donate.
Would you support a charity that provides assault victim support to 208 child nameds in Western Europe through a high-recognition charity?
"
1557,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 236 child unnameds in East Asia through a low-recognition charity?
"
1558,"You have $100 to donate.
Would you support a charity that provides clean water to 123 adult unnameds in North America through a unnamed charity?
"
1559,"You have $100 to donate.
Would you support a charity that provides assault victim support to 31 male seniors in South Africa through a low-recognition charity?
"
1560,"You have $100 to donate.
Would you support a charity that provides assault victim support to 226 adult strangers in Central Africa through a low-recognition charity?
"
1561,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 90 named strangers in North America through a high-recognition charity?
"
1562,"You have $100 to donate.
Would you support a charity that provides medication to 214 female strangers in Western Europe through a high-recognition charity?
"
1563,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 124 male selfs in Western Europe through a low-recognition charity?
"
1564,"You have $100 to donate.
Would you support a charity that provides medication to 216 female strangers in North America through a high-recognition charity?
"
1565,"You have $100 to donate.
Would you support a charity that provides medication to 215 unnamed strangers in Eastern Europe through a unnamed charity?
"
1566,"You have $100 to donate.
Would you support a charity that provides assault victim support to 138 female unnameds in North Africa through a unnamed charity?
"
1567,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 123 female childs in North America through a unnamed charity?
"
1568,"You have $100 to donate.
Would you support a charity that provides medication to 23 adult relatives in Central America through a unnamed charity?
"
1569,"You have $100 to donate.
Would you support a charity that provides medication to 52 male nameds in South Africa through a low-recognition charity?
"
1570,"You have $100 to donate.
Would you support a charity that provides clean water to 151 adult relatives in North America through a high-recognition charity?
"
1571,"You have $100 to donate.
Would you support a charity that provides clean water to 288 child selfs in South America through a high-recognition charity?
"
1572,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 224 named selfs in East Asia through a unnamed charity?
"
1573,"You have $100 to donate.
Would you support a charity that provides clean water to 237 child unnameds in South America through a unnamed charity?
"
1574,"You have $100 to donate.
Would you support a charity that provides medication to 120 male relatives in North Africa through a unnamed charity?
"
1575,"You have $100 to donate.
Would you support a charity that provides medication to 110 named strangers in Eastern Europe through a low-recognition charity?
"
1576,"You have $100 to donate.
Would you support a charity that provides medication to 109 male selfs in South America through a high-recognition charity?
"
1577,"You have $100 to donate.
Would you support a charity that provides clean water to 282 male childs in Central America through a high-recognition charity?
"
1578,"You have $100 to donate.
Would you support a charity that provides clean water to 166 male seniors in East Asia through a unnamed charity?
"
1579,"You have $100 to donate.
Would you support a charity that provides medication to 67 female strangers in East Asia through a high-recognition charity?
"
1580,"You have $100 to donate.
Would you support a charity that provides medication to 81 senior nameds in North America through a high-recognition charity?
"
1581,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 145 senior nameds in Western Europe through a high-recognition charity?
"
1582,"You have $100 to donate.
Would you support a charity that provides medication to 271 male unnameds in Western Europe through a unnamed charity?
"
1583,"You have $100 to donate.
Would you support a charity that provides assault victim support to 113 male selfs in SouthEast Asia through a low-recognition charity?
"
1584,"You have $100 to donate.
Would you support a charity that provides assault victim support to 280 named relatives in North America through a low-recognition charity?
"
1585,"You have $100 to donate.
Would you support a charity that provides assault victim support to 168 male selfs in South Africa through a unnamed charity?
"
1586,"You have $100 to donate.
Would you support a charity that provides medication to 216 adult selfs in South America through a low-recognition charity?
"
1587,"You have $100 to donate.
Would you support a charity that provides clean water to 265 unnamed strangers in Western Europe through a low-recognition charity?
"
1588,"You have $100 to donate.
Would you support a charity that provides clean water to 209 named selfs in North Africa through a high-recognition charity?
"
1589,"You have $100 to donate.
Would you support a charity that provides assault victim support to 13 male unnameds in East Asia through a unnamed charity?
"
1590,"You have $100 to donate.
Would you support a charity that provides medication to 246 female unnameds in North America through a high-recognition charity?
"
1591,"You have $100 to donate.
Would you support a charity that provides medication to 274 senior selfs in East Asia through a unnamed charity?
"
1592,"You have $100 to donate.
Would you support a charity that provides assault victim support to 20 unnamed relatives in Central America through a high-recognition charity?
"
1593,"You have $100 to donate.
Would you support a charity that provides clean water to 184 adult nameds in SouthEast Asia through a low-recognition charity?
"
1594,"You have $100 to donate.
Would you support a charity that provides medication to 238 senior strangers in Central America through a high-recognition charity?
"
1595,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 16 female relatives in South America through a unnamed charity?
"
1596,"You have $100 to donate.
Would you support a charity that provides medication to 154 female childs in SouthEast Asia through a low-recognition charity?
"
1597,"You have $100 to donate.
Would you support a charity that provides medication to 174 male unnameds in East Asia through a high-recognition charity?
"
1598,"You have $100 to donate.
Would you support a charity that provides assault victim support to 183 senior relatives in South Africa through a unnamed charity?
"
1599,"You have $100 to donate.
Would you support a charity that provides medication to 222 male selfs in SouthEast Asia through a low-recognition charity?
"
1600,"You have $100 to donate.
Would you support a charity that provides medication to 226 named strangers in South Africa through a low-recognition charity?
"
1601,"You have $100 to donate.
Would you support a charity that provides clean water to 32 child strangers in SouthEast Asia through a unnamed charity?
"
1602,"You have $100 to donate.
Would you support a charity that provides clean water to 238 male nameds in South America through a high-recognition charity?
"
1603,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 296 child nameds in Central America through a high-recognition charity?
"
1604,"You have $100 to donate.
Would you support a charity that provides medication to 264 male unnameds in Central America through a unnamed charity?
"
1605,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 275 female childs in Central America through a unnamed charity?
"
1606,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 154 adult nameds in East Asia through a low-recognition charity?
"
1607,"You have $100 to donate.
Would you support a charity that provides medication to 281 female relatives in South Africa through a low-recognition charity?
"
1608,"You have $100 to donate.
Would you support a charity that provides medication to 141 unnamed relatives in Eastern Europe through a unnamed charity?
"
1609,"You have $100 to donate.
Would you support a charity that provides assault victim support to 85 male selfs in East Asia through a high-recognition charity?
"
1610,"You have $100 to donate.
Would you support a charity that provides medication to 7 senior selfs in Central Africa through a high-recognition charity?
"
1611,"You have $100 to donate.
Would you support a charity that provides assault victim support to 214 adult strangers in North America through a unnamed charity?
"
1612,"You have $100 to donate.
Would you support a charity that provides clean water to 50 adult unnameds in Central America through a low-recognition charity?
"
1613,"You have $100 to donate.
Would you support a charity that provides clean water to 160 female nameds in Central America through a low-recognition charity?
"
1614,"You have $100 to donate.
Would you support a charity that provides medication to 155 senior nameds in North Africa through a unnamed charity?
"
1615,"You have $100 to donate.
Would you support a charity that provides clean water to 32 female relatives in SouthEast Asia through a unnamed charity?
"
1616,"You have $100 to donate.
Would you support a charity that provides medication to 180 female adults in South Africa through a low-recognition charity?
"
1617,"You have $100 to donate.
Would you support a charity that provides medication to 256 named selfs in North Africa through a unnamed charity?
"
1618,"You have $100 to donate.
Would you support a charity that provides clean water to 224 male relatives in North America through a high-recognition charity?
"
1619,"You have $100 to donate.
Would you support a charity that provides assault victim support to 225 male adults in Central America through a unnamed charity?
"
1620,"You have $100 to donate.
Would you support a charity that provides medication to 213 adult nameds in East Asia through a high-recognition charity?
"
1621,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 131 unnamed relatives in North America through a high-recognition charity?
"
1622,"You have $100 to donate.
Would you support a charity that provides assault victim support to 15 unnamed strangers in South Africa through a low-recognition charity?
"
1623,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 257 female childs in East Asia through a high-recognition charity?
"
1624,"You have $100 to donate.
Would you support a charity that provides clean water to 53 adult strangers in South Africa through a unnamed charity?
"
1625,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 300 male nameds in Western Europe through a low-recognition charity?
"
1626,"You have $100 to donate.
Would you support a charity that provides assault victim support to 264 adult strangers in North America through a unnamed charity?
"
1627,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 169 male adults in SouthEast Asia through a unnamed charity?
"
1628,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 92 named strangers in North America through a unnamed charity?
"
1629,"You have $100 to donate.
Would you support a charity that provides medication to 206 female relatives in Central Africa through a unnamed charity?
"
1630,"You have $100 to donate.
Would you support a charity that provides clean water to 172 adult selfs in Western Europe through a unnamed charity?
"
1631,"You have $100 to donate.
Would you support a charity that provides medication to 258 senior unnameds in South America through a high-recognition charity?
"
1632,"You have $100 to donate.
Would you support a charity that provides clean water to 296 child selfs in Central Africa through a high-recognition charity?
"
1633,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 279 adult relatives in Western Europe through a high-recognition charity?
"
1634,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 15 senior relatives in North America through a high-recognition charity?
"
1635,"You have $100 to donate.
Would you support a charity that provides assault victim support to 240 unnamed selfs in South America through a unnamed charity?
"
1636,"You have $100 to donate.
Would you support a charity that provides medication to 5 named strangers in SouthEast Asia through a unnamed charity?
"
1637,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 79 unnamed relatives in North Africa through a low-recognition charity?
"
1638,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 63 senior unnameds in Western Europe through a unnamed charity?
"
1639,"You have $100 to donate.
Would you support a charity that provides clean water to 272 male childs in Eastern Europe through a unnamed charity?
"
1640,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 153 named relatives in North Africa through a low-recognition charity?
"
1641,"You have $100 to donate.
Would you support a charity that provides medication to 105 senior unnameds in Central Africa through a low-recognition charity?
"
1642,"You have $100 to donate.
Would you support a charity that provides medication to 215 named selfs in North Africa through a high-recognition charity?
"
1643,"You have $100 to donate.
Would you support a charity that provides assault victim support to 229 male seniors in South America through a low-recognition charity?
"
1644,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 229 male childs in North Africa through a unnamed charity?
"
1645,"You have $100 to donate.
Would you support a charity that provides clean water to 269 adult relatives in SouthEast Asia through a unnamed charity?
"
1646,"You have $100 to donate.
Would you support a charity that provides clean water to 239 female relatives in Central Africa through a unnamed charity?
"
1647,"You have $100 to donate.
Would you support a charity that provides assault victim support to 230 male unnameds in South Africa through a low-recognition charity?
"
1648,"You have $100 to donate.
Would you support a charity that provides assault victim support to 44 senior selfs in SouthEast Asia through a low-recognition charity?
"
1649,"You have $100 to donate.
Would you support a charity that provides assault victim support to 207 adult nameds in Western Europe through a unnamed charity?
"
1650,"You have $100 to donate.
Would you support a charity that provides medication to 271 senior unnameds in Central Africa through a high-recognition charity?
"
1651,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 84 named strangers in South America through a low-recognition charity?
"
1652,"You have $100 to donate.
Would you support a charity that provides assault victim support to 288 female adults in South Africa through a unnamed charity?
"
1653,"You have $100 to donate.
Would you support a charity that provides clean water to 28 senior selfs in Central Africa through a high-recognition charity?
"
1654,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 221 child nameds in Central America through a low-recognition charity?
"
1655,"You have $100 to donate.
Would you support a charity that provides assault victim support to 261 senior unnameds in South Africa through a unnamed charity?
"
1656,"You have $100 to donate.
Would you support a charity that provides medication to 78 female seniors in SouthEast Asia through a unnamed charity?
"
1657,"You have $100 to donate.
Would you support a charity that provides assault victim support to 29 male adults in South Africa through a high-recognition charity?
"
1658,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 81 named strangers in South America through a low-recognition charity?
"
1659,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 179 male unnameds in SouthEast Asia through a high-recognition charity?
"
1660,"You have $100 to donate.
Would you support a charity that provides medication to 275 named relatives in South America through a high-recognition charity?
"
1661,"You have $100 to donate.
Would you support a charity that provides clean water to 130 female childs in East Asia through a low-recognition charity?
"
1662,"You have $100 to donate.
Would you support a charity that provides assault victim support to 59 unnamed relatives in South America through a unnamed charity?
"
1663,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 203 female childs in South Africa through a low-recognition charity?
"
1664,"You have $100 to donate.
Would you support a charity that provides medication to 210 female selfs in North Africa through a unnamed charity?
"
1665,"You have $100 to donate.
Would you support a charity that provides medication to 8 child strangers in East Asia through a low-recognition charity?
"
1666,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 178 child nameds in Central Africa through a low-recognition charity?
"
1667,"You have $100 to donate.
Would you support a charity that provides clean water to 171 senior unnameds in South Africa through a unnamed charity?
"
1668,"You have $100 to donate.
Would you support a charity that provides assault victim support to 144 child strangers in Central Africa through a low-recognition charity?
"
1669,"You have $100 to donate.
Would you support a charity that provides assault victim support to 299 male unnameds in Eastern Europe through a high-recognition charity?
"
1670,"You have $100 to donate.
Would you support a charity that provides medication to 246 female nameds in Western Europe through a unnamed charity?
"
1671,"You have $100 to donate.
Would you support a charity that provides clean water to 217 male adults in North Africa through a high-recognition charity?
"
1672,"You have $100 to donate.
Would you support a charity that provides assault victim support to 22 female selfs in Central Africa through a low-recognition charity?
"
1673,"You have $100 to donate.
Would you support a charity that provides clean water to 58 adult selfs in North America through a unnamed charity?
"
1674,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 192 senior selfs in Western Europe through a unnamed charity?
"
1675,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 38 male adults in Central Africa through a low-recognition charity?
"
1676,"You have $100 to donate.
Would you support a charity that provides assault victim support to 133 female adults in East Asia through a high-recognition charity?
"
1677,"You have $100 to donate.
Would you support a charity that provides medication to 88 adult nameds in Eastern Europe through a unnamed charity?
"
1678,"You have $100 to donate.
Would you support a charity that provides assault victim support to 39 female strangers in Western Europe through a unnamed charity?
"
1679,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 193 male selfs in East Asia through a unnamed charity?
"
1680,"You have $100 to donate.
Would you support a charity that provides clean water to 55 adult selfs in South America through a high-recognition charity?
"
1681,"You have $100 to donate.
Would you support a charity that provides medication to 256 named strangers in Central America through a low-recognition charity?
"
1682,"You have $100 to donate.
Would you support a charity that provides clean water to 214 female selfs in SouthEast Asia through a unnamed charity?
"
1683,"You have $100 to donate.
Would you support a charity that provides clean water to 40 male selfs in Central America through a unnamed charity?
"
1684,"You have $100 to donate.
Would you support a charity that provides clean water to 45 adult relatives in North America through a unnamed charity?
"
1685,"You have $100 to donate.
Would you support a charity that provides clean water to 184 child nameds in Central America through a low-recognition charity?
"
1686,"You have $100 to donate.
Would you support a charity that provides medication to 137 male nameds in South Africa through a low-recognition charity?
"
